term_str,n,num,stop,p_stem,pos_max,p,s,i,h,wlen,df,idf,tfidf_sum_doc_max
attempting,3,0,0,attempt,VBG,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,10,3,0.41503749927884376,0.00019899933452555965
attempts,7,0,0,attempt,NNS,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,8,2,1.0,0.0011393987288796231
attend,34,0,0,attend,VB,6.25812175359934e-05,15979.235294117649,13.963910747528594,0.0008738785361442832,6,4,0.0,0.0
attendance,11,0,0,attend,NN,2.0246864496939044e-05,49390.36363636363,15.591941970141637,0.0003156879363135945,10,3,0.41503749927884376,0.0007595688699045944
attendant,5,0,0,attend,NN,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,9,4,0.0,0.0
attendants,3,0,0,attend,NNS,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,10,3,0.41503749927884376,0.00019500458030705936
attended,12,0,0,attend,VBN,2.208748854211532e-05,45274.5,15.466411088057779,0.0003416141776951215,8,4,0.0,0.0
attending,15,0,0,attend,VBG,2.760936067764415e-05,36219.6,15.144482993170415,0.00041812949323488983,9,4,0.0,0.0
attends,2,0,0,attend,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,1,2.0,0.0007216308858019123
attendst,1,0,0,attendst,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
attention,7,0,0,attent,NN,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,9,2,1.0,0.001077536908053349
attentive,2,0,0,attent,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,9,2,1.0,0.0003299516125825253
attentión,2,0,0,attentión,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,9,2,1.0,0.0003299516125825253
attird,4,0,0,attird,JJ,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,6,2,1.0,0.0006290393948466199
attire,11,0,0,attir,NN,2.0246864496939044e-05,49390.36363636363,15.591941970141637,0.0003156879363135945,6,3,0.41503749927884376,0.0007684023231427945
attires,2,0,0,attir,NNS,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,1,2.0,0.0007216308858019123
attone,1,0,0,atton,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.00036081544290095615
attract,1,0,0,attract,VB,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
attraction,5,0,0,attract,NN,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,10,2,1.0,0.0008403109466155287
attractions,1,0,0,attract,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,11,1,2.0,0.00036081544290095615
attribute,1,0,0,attribut,VBP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990430622009569
atwo,1,0,0,atwo,IN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.0002990877822640945
atymnius,4,0,0,atymniu,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,8,2,1.0,0.0005789254764014947
atymnus,1,0,0,atymnu,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
auctor,1,0,0,auctor,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.00036081544290095615
audacity,1,0,0,audac,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
audience,6,0,0,audienc,NN,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,8,2,1.0,0.000897218626729146
auditors,1,0,0,auditor,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
augeae,2,0,0,augea,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,1,2.0,0.0005596753882748006
augeas,5,0,0,augea,NNP,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,6,2,1.0,0.000718844323470195
auger,1,0,0,auger,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990430622009569
augers,2,0,0,auger,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,2,1.0,0.00032992925255095657
aught,4,0,0,aught,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,5,4,0.0,0.0
augias,2,0,0,augia,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,1,2.0,0.000598175564528189
augment,4,0,0,augment,VB,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,7,2,1.0,0.0006907670554834814
augmented,1,0,0,augment,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
augments,3,0,0,augment,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,8,2,1.0,0.0004794955037145726
augur,14,0,0,augur,NN,2.576873663246787e-05,38806.71428571429,15.24401866672133,0.00039281910224316595,5,3,0.41503749927884376,0.0009506065367479118
auguries,4,0,0,auguri,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,8,2,1.0,0.0006290393948466199
augurous,1,0,0,augur,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
augurs,3,0,0,augur,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,6,2,1.0,0.0004390066293327947
augury,9,0,0,auguri,NN,1.656561640658649e-05,60365.99999999999,15.881448587336621,0.0002630859852787434,6,3,0.41503749927884376,0.0005802214431594088
august,4,0,0,august,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,6,2,1.0,0.0005692780723065789
aulida,1,0,0,aulida,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
aulis,3,0,0,auli,NNP,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,5,2,1.0,0.00042938158526944754
aurora,15,0,0,aurora,NNP,2.760936067764415e-05,36219.6,15.144482993170415,0.00041812949323488983,6,3,0.41503749927884376,0.0010718916753553113
auroras,2,0,0,aurora,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,2,1.0,0.0003299516125825253
auspicantes,1,0,0,auspicant,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,11,1,2.0,0.00036081544290095615
auspicious,1,0,0,auspici,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.00036081544290095615
austere,23,0,0,auster,JJ,4.233435303905436e-05,23621.478260869564,14.52781163272192,0.0006150255065445306,7,2,1.0,0.0038716031204951186
austerely,1,0,0,auster,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.00036081544290095615
austerity,1,0,0,auster,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.00036081544290095615
austrian,1,0,0,austrian,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
authentic,2,0,0,authent,JJ,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,9,2,1.0,0.0003299516125825253
author,15,0,0,author,NN,2.760936067764415e-05,36219.6,15.144482993170415,0.00041812949323488983,6,3,0.41503749927884376,0.0010206345270380268
authord,7,0,0,authord,NN,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,7,2,1.0,0.0012319902198349158
authordst,1,0,0,authordst,VBZ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
authored,1,0,0,author,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
authoress,29,0,0,authoress,NN,5.337809731011202e-05,18734.275862068967,14.193392593651362,0.0007576162910245456,9,2,1.0,0.004367010592263875
authoresss,1,0,0,authoresss,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002990430622009569
authoring,2,0,0,author,VBG,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,9,1,2.0,0.000598175564528189
authorities,1,0,0,author,IN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,11,1,2.0,0.0002990430622009569
authority,8,0,0,author,NN,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,9,3,0.41503749927884376,0.0004925079858897218
authorizd,3,0,0,authorizd,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,9,2,1.0,0.0005103593340330035
authors,7,0,0,author,NNS,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,7,2,1.0,0.0012011263895164849
authress,1,0,0,authress,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
autolycus,23,0,0,autolycu,NNP,4.233435303905436e-05,23621.478260869564,14.52781163272192,0.0006150255065445306,9,4,0.0,0.0
automedon,38,0,0,automedon,NNP,6.994371371669851e-05,14297.210526315788,13.803446075335348,0.0009654642805971412,9,2,1.0,0.005528667158004242
autonoe,1,0,0,autono,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
autonous,4,0,0,auton,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,8,2,1.0,0.0005789254764014947
autonoé,1,0,0,autonoé,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.00036081544290095615
autophon,1,0,0,autophon,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
autophonus,1,0,0,autophonu,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002798376941374003
autumn,11,0,0,autumn,NN,2.0246864496939044e-05,49390.36363636363,15.591941970141637,0.0003156879363135945,6,4,0.0,0.0
autumns,1,0,0,autumn,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.00036081544290095615
autumnus,2,0,0,autumnu,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,1,2.0,0.000598175564528189
auxiliary,4,0,0,auxiliari,JJ,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,9,2,1.0,0.0006290393948466199
auxiliáry,1,0,0,auxiliári,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
avail,7,0,0,avail,NN,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,5,4,0.0,0.0
available,2,0,0,avail,JJ,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,9,1,2.0,0.0005980861244019139
availed,2,0,0,avail,VBD,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,1,2.0,0.0005596753882748006
avalanches,1,0,0,avalanch,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002990430622009569
avarice,1,0,0,avaric,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
avaunt,2,0,0,avaunt,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,1,2.0,0.0007216308858019123
avenge,19,0,0,aveng,VB,3.4971856858349256e-05,28594.421052631576,14.803446075335348,0.0005177039971569199,6,2,1.0,0.002725676882527751
avenged,3,0,0,aveng,VBD,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,7,2,1.0,0.00043896190926965705
avenger,2,0,0,aveng,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,2,1.0,0.0002894403781691786
avengers,1,0,0,aveng,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
avenging,2,0,0,aveng,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,1,2.0,0.0005980861244019139
average,1,0,0,averag,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
aversation,1,0,0,avers,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002990877822640945
avert,11,0,0,avert,VB,2.0246864496939044e-05,49390.36363636363,15.591941970141637,0.0003156879363135945,5,3,0.41503749927884376,0.0006915444414216259
averted,3,0,0,avert,VBD,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,7,1,2.0,0.0008972633467922835
averting,1,0,0,avert,VBG,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
avidus,1,0,0,avidu,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.00036081544290095615
avoid,20,0,0,avoid,VB,3.681248090352553e-05,27164.7,14.729445493891571,0.0005422274309634037,5,4,0.0,0.0
avoided,7,0,0,avoid,VBD,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,7,2,1.0,0.001008239981576236
avoiding,1,0,0,avoid,VBG,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
avoids,2,0,0,avoid,NNS,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,1,2.0,0.0007216308858019123
avow,2,0,0,avow,VB,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,4,2,1.0,0.0003299516125825253
avowed,1,0,0,avow,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002798376941374003
avrice,1,0,0,avric,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
await,3,0,0,await,VBP,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,5,2,1.0,0.00043896190926965705
awaiting,3,0,0,await,VBG,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,8,2,1.0,0.00043896190926965705
awaits,4,0,0,await,NNS,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,6,2,1.0,0.0005788807563383572
awakd,3,0,0,awakd,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,5,1,2.0,0.0008972633467922835
awake,7,0,0,awak,NN,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,5,4,0.0,0.0
awakes,1,0,0,awak,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002798376941374003
award,1,0,0,award,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990877822640945
awarded,3,0,0,award,VBN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,7,1,2.0,0.0008395130824122009
aware,1,0,0,awar,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990430622009569
away,328,0,0,away,RB,0.0006037246868178187,1656.3841463414635,10.693821584160851,0.006456124086783139,4,4,0.0,0.0
aways,1,0,0,away,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990877822640945
awd,4,0,0,awd,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,3,2,1.0,0.0006290393948466199
awe,8,0,0,awe,NN,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,3,3,0.41503749927884376,0.0004893664567240072
awed,3,0,0,awe,JJ,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,4,2,1.0,0.0005103369740014346
awful,15,0,0,aw,JJ,2.760936067764415e-05,36219.6,15.144482993170415,0.00041812949323488983,5,3,0.41503749927884376,0.0008998343489133552
awhile,8,0,0,awhil,NN,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,6,3,0.41503749927884376,0.0005093309475649224
awoke,5,0,0,awok,VBP,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,5,2,1.0,0.0007284022874388357
awry,3,0,0,awri,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,4,2,1.0,0.0004794955037145726
axe,20,0,0,axe,NN,3.681248090352553e-05,27164.7,14.729445493891571,0.0005422274309634037,3,4,0.0,0.0
axes,20,0,0,axe,NNS,3.681248090352553e-05,27164.7,14.729445493891571,0.0005422274309634037,4,4,0.0,0.0
axius,8,0,0,axiu,NNP,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,5,2,1.0,0.0011771010409296837
axle,9,0,0,axl,NN,1.656561640658649e-05,60365.99999999999,15.881448587336621,0.0002630859852787434,4,2,1.0,0.0012977697998716898
axletree,1,0,0,axletre,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
axylus,2,0,0,axylu,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,2,1.0,0.00028946273820074737
ay,3,0,0,ay,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,2,2,1.0,0.0005103593340330035
aye,2,0,0,aye,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,3,2,1.0,0.00028946273820074737
ayles,1,0,0,ayl,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990877822640945
azeus,1,0,0,azeu,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002798376941374003
azidon,1,0,0,azidon,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
azure,10,0,0,azur,NN,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,5,2,1.0,0.0015263027416389033
aëtion,2,0,0,aëtion,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,1,2.0,0.000598175564528189
aëtions,1,0,0,aëtion,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
b,2,0,0,b,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,1,1,2.0,0.0005980861244019139
baaing,2,0,0,baa,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,1,2.0,0.000598175564528189
babble,3,0,0,babbl,JJ,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,6,2,1.0,0.00043896190926965705
babe,3,0,0,babe,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,4,2,1.0,0.0004390066293327947
babel,1,0,0,babel,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002798376941374003
babes,5,0,0,babe,NN,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,5,1,2.0,0.0014954389113204726
baby,2,0,0,babi,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,4,2,1.0,0.0002894403781691786
bacchus,12,0,0,bacchu,NNP,2.208748854211532e-05,45274.5,15.466411088057779,0.0003416141776951215,7,4,0.0,0.0
bace,1,0,0,bace,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.00036081544290095615
bachelor,1,0,0,bachelor,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
bachelors,3,0,0,bachelor,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,9,2,1.0,0.000479450783651435
back,553,0,0,back,RB,0.001017865096982481,982.4484629294755,9.940237918544227,0.010117821232987954,4,4,0.0,0.0
backbone,1,0,0,backbon,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
backbones,1,0,0,backbon,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
backd,7,0,0,backd,NN,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,5,2,1.0,0.0011085348985611925
backed,2,0,0,back,VBD,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,2,1.0,0.0002894403781691786
backing,1,0,0,back,VBG,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
backs,10,0,0,back,NNS,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,5,3,0.41503749927884376,0.0006334635927806676
backstay,1,0,0,backstay,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
backward,3,0,0,backward,JJ,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,8,2,1.0,0.0004794955037145726
backwards,10,0,0,backward,NNS,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,9,3,0.41503749927884376,0.0006006523339798798
bad,92,0,0,bad,JJ,0.00016933741215621745,5905.369565217391,12.52781163272192,0.0021214272018656873,3,4,0.0,0.0
bade,119,0,0,bade,VBD,0.0002190342613759769,4565.495798319328,12.15655582547099,0.0026627022261078675,4,4,0.0,0.0
badge,1,0,0,badg,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.00036081544290095615
badly,10,0,0,badli,RB,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,5,3,0.41503749927884376,0.0006046378079467939
bads,1,0,0,bad,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.0002990877822640945
badst,1,0,0,badst,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990877822640945
baffle,1,0,0,baffl,VB,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990430622009569
bag,5,0,0,bag,NN,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,3,1,2.0,0.0018040772145047808
baggage,2,0,0,baggag,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,1,2.0,0.0005980861244019139
bags,4,0,0,bag,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,4,2,1.0,0.0006289723147519135
bailiffs,1,0,0,bailiff,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
bain,1,0,0,bain,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.00036081544290095615
bait,1,0,0,bait,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.0002990430622009569
balance,2,0,0,balanc,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,1,2.0,0.0005596753882748006
balanced,3,0,0,balanc,VBD,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,8,1,2.0,0.0008395130824122009
balances,2,0,0,balanc,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,1,2.0,0.000598175564528189
balancing,1,0,0,balanc,VBG,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
baldric,1,0,0,baldric,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002798376941374003
balius,3,0,0,baliu,NNP,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,6,2,1.0,0.0004390066293327947
ball,15,0,0,ball,NN,2.760936067764415e-05,36219.6,15.144482993170415,0.00041812949323488983,4,3,0.41503749927884376,0.0009958127766742392
ballooing,1,0,0,balloo,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990430622009569
balm,3,0,0,balm,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,4,2,1.0,0.0004794955037145726
balmd,4,0,0,balmd,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,5,2,1.0,0.0006907670554834814
balming,1,0,0,balm,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.00036081544290095615
balmings,1,0,0,balm,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.00036081544290095615
balms,7,0,0,balm,NNS,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,5,2,1.0,0.001170262559198054
band,20,0,0,band,NN,3.681248090352553e-05,27164.7,14.729445493891571,0.0005422274309634037,4,4,0.0,0.0
bands,47,0,0,band,NNS,8.6509330123285e-05,11559.446808510638,13.496784737101297,0.0011675978064248104,5,4,0.0,0.0
bandy,1,0,0,bandi,SYM,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002798376941374003
bandying,1,0,0,bandi,VBG,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
bane,41,0,0,bane,NN,7.546558585222734e-05,13251.073170731708,13.693821584160851,0.0010334122684045744,4,4,0.0,0.0
baneful,14,0,0,bane,JJ,2.576873663246787e-05,38806.71428571429,15.24401866672133,0.00039281910224316595,7,3,0.41503749927884376,0.0009338021355758835
banes,7,0,0,bane,NNS,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,5,2,1.0,0.0011393987288796231
baning,1,0,0,bane,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002798376941374003
banish,5,0,0,banish,VB,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,6,3,0.41503749927884376,0.0003487512736483609
banishd,3,0,0,banishd,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,7,2,1.0,0.0005103593340330035
banishes,1,0,0,banish,VBZ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
bank,1,0,0,bank,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.0002990430622009569
banks,19,0,0,bank,NNS,3.4971856858349256e-05,28594.421052631576,14.803446075335348,0.0005177039971569199,5,3,0.41503749927884376,0.001136143217444103
banquet,45,0,0,banquet,NN,8.282808203293245e-05,12073.199999999999,13.55952049244926,0.0011231090756758158,7,4,0.0,0.0
banquetants,1,0,0,banquet,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,11,1,2.0,0.00036081544290095615
banqueted,3,0,0,banquet,VBD,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,9,2,1.0,0.0004794955037145726
banqueting,2,0,0,banquet,VBG,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,10,1,2.0,0.0005980861244019139
